"Journ�e du 01/01/2013"																																	
"Donn�es d�finitives - France"																																	
"Heures"	"Consommation"	"Pr�vision J-1"	"Pr�vision J"	"Fioul"	"Charbon"	"Gaz"	"Nucl�aire"	"Eolien"	"Solaire"	"Hydraulique"	"Pompage"	"Enr thermique"	"Ech. physiques"	"Taux de Co2"	"Ech. comm. Allemagne"	"Ech. comm. Angleterre"	"Ech. comm. Belgique"	"Ech. comm. Espagne"	"Ech. comm. Italie"	"Ech. comm. Suisse"	"Fioul - TAC"	"Fioul - Cog�n."	"Fioul - Autres"	"Gaz - TAC"	"Gaz - Cog�n."	"Gaz - CCG"	"Gaz - Autres"	"Hydraulique - Fil de l?eau + �clus�e"	"Hydraulique - Lacs"	"Hydraulique - STEP turbinage"	"EnR thermique - D�chets"	"EnR thermique - Biomasse"	"EnR thermique - Biogaz"
"14:15"		52400	52500																														
"14:30"	52636	52400	52600	337	1730	597	41112	440	2672	9731	-57	686	-4614	48							27	219	91	-1	332	196	70	5603	2566	1561	377	144	163
"14:45"		51900	52100																														
"15:00"	51834	51400	51600	336	1509	614	40902	404	2650	9235	-69	684	-4433	45	1555	-1500	-1906	-982	-2462	622	27	219	90	-1	331	213	70	5538	2253	1442	380	138	165
"15:15"		51150	51400																														
"15:30"	51126	50900	51200	337	1459	611	40923	356	2621	8933	-68	687	-4737	45							27	219	91	-1	331	211	70	5571	2149	1212	386	134	166
"15:45"		50500	50800																														
"16:00"	50686	50100	50400	336	1460	618	41019	334	2506	8659	-59	689	-4878	45	1355	-1500	-2057	-998	-2462	-145	27	219	90	-1	331	216	70	5587	2067	1004	394	130	164
"16:15"		49950	50250																														
"16:30"	50255	49800	50100	337	1681	624	41468	308	2360	8903	-32	684	-6081	48							27	219	90	-1	331	223	70	5659	2137	1107	394	127	162
"16:45"		49400	49750																														
"17:00"	49865	49000	49400	337	1608	650	41294	288	2137	8938	-24	685	-6050	47	534	-1500	-2244	-1000	-2462	79	26	219	91	-1	356	224	70	5800	2140	997	395	126	163
"17:15"		48650	49050																														
"17:30"	49456	48300	48700	337	1623	678	41415	272	1920	9338	-25	686	-6789	47							27	219	91	0	378	229	70	5762	2609	967	396	126	163
"17:45"		48250	48700																														
"18:00"	49413	48200	48700	338	1687	667	41527	258	1640	9304	-24	682	-6668	49	319	-1500	-1979	-993	-2462	6	27	219	92	-1	378	218	70	5825	2637	841	392	126	163
"18:15"		48400	48900																														
"18:30"	49638	48600	49100	338	1652	669	41535	239	1317	9912	-24	688	-6691	48							27	219	91	-1	379	220	70	5902	2793	1216	398	125	165
"18:45"		48900	49350																														
"19:00"	49935	49200	49600	338	1663	673	41542	225	984	10481	-24	688	-6636	48	345	-1500	-2359	-936	-2462	-326	27	219	92	0	379	224	70	6023	2899	1558	397	123	166
"19:15"		48700	49100																														
"19:30"	49306	48200	48600	339	1715	662	41470	210	635	10692	-24	701	-7096	49							27	219	92	-1	379	213	70	6104	3017	1571	408	125	166
"19:45"		47700	48100																														
"20:00"	48277	47200	47600	337	1623	672	41394	206	318	10416	-25	704	-7371	48	88	-1500	-2505	-965	-2462	-2128	27	219	91	-1	379	223	70	6179	2953	1283	410	127	166
"20:15"		46600	46950																														
"20:30"	46805	46000	46300	337	1793	638	41689	198	121	11024	-25	704	-9677	50							27	219	91	-1	345	223	70	6199	2934	1890	418	123	163
"20:45"		45400	45700																														
"21:00"	45709	44800	45100	338	1633	629	41439	233	31	10388	-25	698	-9658	48	-119	-1500	-2570	-1000	-2462	-2203	27	219	92	-1	333	226	70	6121	2650	1616	418	123	156
"21:15"		44800	45100																														
"21:30"	45747	44800	45100	337	1647	624	41569	328	2	10459	-23	709	-9908	48							27	219	90	-1	332	222	70	6081	2623	1754	427	125	155
"21:45"		45200	45500																														
"22:00"	46286	45600	45900	337	1689	624	41494	434	0	10560	-22	705	-9536	49	459	-1500	-2600	-1000	-2462	-584	27	219	90	-1	331	222	70	6049	2663	1847	423	125	156
"22:15"		46350	46600																														
"22:30"	47350	47100	47300	338	1473	619	41350	536	0	10060	-18	725	-7734	46							27	219	91	-1	331	218	70	6059	2559	1441	427	128	169
"22:45"		48200	48400																														
"23:00"	49670	49300	49500	338	1809	620	41699	671	0	11415	-19	734	-7598	50	1238	-1500	-2418	-1000	-2312	-519	27	219	91	-1	332	218	70	6019	3006	2390	435	128	171
"23:15"		48250	48450																														
"23:30"	48242	47200	47400	337	1540	618	41106	871	0	9659	-20	734	-6604	48							27	219	91	-1	332	215	70	5883	2642	1133	435	128	170
"23:45"		46600	46700																														
"RTE ne pourra �tre tenu responsable de l'usage qui pourrait �tre fait des donn�es mises � disposition"	" ni en cas de pr�visions qui se r�v�leraient impr�cises."																																
																																	
"Journ�e du 01/08/2013"																																	
"Donn�es d�finitives - France"																																	
"Heures"	"Consommation"	"Pr�vision J-1"	"Pr�vision J"	"Fioul"	"Charbon"	"Gaz"	"Nucl�aire"	"Eolien"	"Solaire"	"Hydraulique"	"Pompage"	"Enr thermique"	"Ech. physiques"	"Taux de Co2"	"Ech. comm. Allemagne"	"Ech. comm. Angleterre"	"Ech. comm. Belgique"	"Ech. comm. Espagne"	"Ech. comm. Italie"	"Ech. comm. Suisse"	"Fioul - TAC"	"Fioul - Cog�n."	"Fioul - Autres"	"Gaz - TAC"	"Gaz - Cog�n."	"Gaz - CCG"	"Gaz - Autres"	"Hydraulique - Fil de l?eau + �clus�e"	"Hydraulique - Lacs"	"Hydraulique - STEP turbinage"	"EnR thermique - D�chets"	"EnR thermique - Biomasse"	"EnR thermique - Biogaz"
"00:00"	47198	46000	46500	336	1519	613	40863	1045	0	8656	-23	736	-6550	48	368	-1500	-2014	-1000	-2314	-1885	26	219	90	-1	332	212	70	5778	2509	369	437	130	169
"00:15"		44600	45050																														
"00:30"	44511	43200	43600	313	1453	643	41054	1227	0	8085	-546	739	-8458	48							27	198	87	-1	334	233	76	5771	1986	327	440	134	163
"00:45"		42050	42200																														
"01:00"	41550	40900	40800	313	1246	646	40258	1387	0	7249	-1512	751	-8790	47	177	-1376	-2316	-1000	-2314	-2296	27	198	87	-1	334	236	76	5582	1667	0	450	135	165
"01:15"		41000	40850																														
"01:30"	40879	41100	40900	312	1156	649	40643	1482	0	7183	-2041	752	-9258	45							27	198	86	0	334	238	76	5474	1709	0	453	133	165
"01:45"		40800	40700																														
"02:00"	40315	40500	40500	312	1162	644	40310	1537	0	7248	-2360	758	-9297	46	-788	-1376	-2410	-1000	-2314	-2676	27	198	86	-1	334	233	76	5440	1807	0	458	134	164
"02:15"		39800	39700																														
"02:30"	39711	39100	38900	312	1207	651	40508	1590	0	7172	-1804	763	-10688	46							27	198	85	-1	334	241	76	5292	1880	0	464	134	165
"02:45"		38400	38150																														
"03:00"	38032	37700	37400	312	1124	649	39774	1661	0	7112	-2044	763	-11320	46	-1746	-1376	-2586	-1000	-2314	-3000	27	198	86	-1	334	239	76	5280	1831	0	465	135	162
"03:15"		37250	37000																														
"03:30"	37091	36800	36600	313	1090	649	39785	1704	0	6975	-2214	760	-11971	45							27	198	86	0	333	239	76	5214	1761	0	456	140	162
"03:45"		36550	36250																														
"04:00"	36553	36300	35900	312	1057	627	39751	1760	0	6792	-2447	759	-12059	45	-1800	-1376	-2635	-1000	-2314	-3000	27	198	85	-1	334	217	76	5194	1598	0	455	140	163
"04:15"		36150	35850																														
"04:30"	36457	36000	35800	312	1091	635	39991	1825	0	6834	-2783	763	-12213	45							27	198	86	-1	334	225	76	5189	1645	0	459	141	161
"04:45"		36250	36100																														
"05:00"	36669	36500	36400	313	1086	634	39877	1818	0	6936	-2752	756	-12000	45	-1784	-1376	-2675	-1000	-2314	-3000	27	198	86	-1	333	225	76	5177	1759	0	455	140	160
"05:15"		37100	36900																														
"05:30"	37782	37700	37400	314	1125	628	40762	1874	0	7066	-2725	758	-12021	45							27	198	87	-1	334	218	76	5258	1808	0	457	140	159
"05:45"		38150	37950																														
"06:00"	38763	38600	38500	314	1295	607	41059	1918	0	7222	-2591	759	-11821	47	-1459	-1401	-2519	-1000	-2314	-2957	28	198	87	-1	333	197	76	5262	1959	0	458	140	160
"06:15"		39000	38900																														
"06:30"	39566	39400	39300	313	1675	617	41282	1976	0	7202	-2377	754	-11878	54							27	198	87	0	334	207	76	5248	1954	0	453	141	159
"06:45"		40100	39950																														
"07:00"	40867	40800	40600	313	1698	619	41100	2022	19	7152	-1496	761	-11324	53	-1777	-1500	-2573	-550	-2464	-2498	27	198	86	-1	333	210	76	5289	1864	0	458	141	160
"07:15"		41850	41550																														
"07:30"	42819	42900	42500	313	1679	624	41843	1978	108	7781	-754	752	-11507	51							27	198	87	-1	337	211	77	5641	2034	104	448	142	161
"07:45"		43950	43700																														
"08:00"	44656	45000	44900	314	1776	630	42095	1851	293	8518	-385	754	-11192	51	-1208	-1500	-2614	-683	-2464	-1566	27	198	87	-1	334	219	77	5737	2121	660	446	147	161
"08:15"		45850	45800																														
"08:30"	46751	46700	46700	313	1767	619	41916	1629	598	9280	-35	755	-10092	50							28	198	87	-1	333	208	78	5885	2150	1244	444	149	161
"08:45"		47550	47650																														
"09:00"	48439	48400	48600	313	1945	612	42328	1331	953	10264	-35	755	-10028	52	223	-1500	-2597	-707	-2464	-1306	27	198	86	0	333	201	78	5952	2634	1676	443	150	161
"09:15"		49150	49150																														
"09:30"	49855	49900	49700	313	2101	618	42185	1144	1316	9875	-36	745	-8409	54							27	198	86	-1	333	207	78	5842	2468	1564	439	145	161
"09:45"		50350	50250																														
"10:00"	50775	50800	50800	316	2279	619	42211	1075	1655	10284	-35	745	-8376	56	1076	-1500	-2585	-1000	-2464	-761	27	201	86	-1	333	209	77	5793	2633	1857	439	146	159
"10:15"		51200	51100																														
"10:30"	51748	51600	51400	316	2336	601	42343	1110	1953	9821	-26	716	-7426	57							27	202	86	-1	333	190	78	5679	2443	1698	411	148	156
"10:45"		51950	51900																														
"11:00"	52519	52300	52400	317	2365	626	42518	1214	2220	9921	-26	709	-7346	56	483	-1500	-2534	-631	-2464	-293	27	202	86	-1	333	216	77	5517	2385	2018	414	139	155
"11:15"		52650	52700																														
"11:30"	53289	53000	53000	315	2349	635	42573	1307	2432	10220	-33	708	-7221	56							25	202	86	-1	333	225	77	5725	2403	2091	411	139	156
"11:45"		53300	53450																														
"12:00"	53836	53600	53900	315	2220	632	42756	1472	2595	9964	-33	691	-6779	53	2190	-1500	-2488	-1000	-2245	-204	25	202	87	-1	333	222	77	5730	2333	1900	399	138	153
"12:15"		53300	53800																														
"12:30"	54090	53000	53700	317	1995	646	42209	1606	2731	9275	-33	692	-5349	51							27	202	87	-1	341	228	77	5616	2398	1259	397	138	155
"12:45"		53700	54200																														
"13:00"	54464	54400	54700	316	2084	593	42342	1715	2821	9224	-33	690	-5290	51	1576	-1500	-2249	-1000	-2220	-220	27	201	87	0	340	176	77	5416	2507	1300	392	142	155
"13:15"		53500	53800																														
"13:30"	53720	52600	52900	315	2072	600	42415	1794	2862	8854	-33	681	-5843	51							27	198	88	0	340	183	77	5430	2435	988	389	139	152
"13:45"		52800	53100																														
"14:00"	53680	53000	53300	314	2016	577	42402	1819	2832	8685	-33	670	-5604	50	1709	-1500	-2269	-1000	-2464	-464	28	198	87	0	340	159	77	5351	2221	1112	389	129	151
"14:15"		53150	53450																														
"14:30"	54027	53300	53600	318	2152	590	42678	1846	2811	9244	-32	659	-6242	52							27	198	91	0	341	172	77	5328	2118	1797	378	131	150
"14:45"		52800	53100																														
"15:00"	53290	52300	52600	313	2229	580	42696	1847	2759	8449	-40	659	-6206	53	1520	-1500	-2409	-975	-2464	-528	27	198	87	0	340	163	77	5300	2298	850	380	132	146
"15:15"		52100	52400																														
"15:30"	52663	51900	52200	312	2168	577	42818	1853	2669	8270	-101	648	-6552	52							27	198	86	-1	341	159	77	5260	2370	639	368	132	148
"15:45"		51650	51900																														
"16:00"	52053	51400	51600	315	2095	567	42564	1819	2538	8211	-117	631	-6572	51	656	-1500	-2373	-975	-2464	-483	27	198	88	-1	332	159	76	5294	2245	671	361	131	138
"16:15"		51050	51250																														
"16:30"	51449	50700	50900	315	2044	568	42411	1806	2375	8706	-70	636	-7346	51							27	198	88	0	333	159	76	5398	2471	837	363	133	139
"16:45"		50400	50600																														
"17:00"	51041	50100	50300	315	1975	567	42472	1829	2180	8546	-72	638	-7411	50	24	-997	-2397	-854	-2464	-1751	27	198	88	0	333	158	76	5466	2277	803	367	134	136
"17:15"		49950	50150																														
"17:30"	50390	49800	50000	315	2012	576	42742	1821	1947	8986	-61	641	-8590	50							27	198	89	0	333	167	76	5529	2460	996	372	135	134
"17:45"		49800	50000																														
"18:00"	50408	49800	50000	314	2096	569	43174	1847	1656	8735	-34	643	-8594	51	-395	-1362	-2350	-714	-2464	-1734	27	198	88	0	333	159	76	5484	2427	823	371	136	134
"18:15"		49900	50100																														
"18:30"	50451	50000	50200	314	2034	574	43253	1805	1324	9367	-34	643	-8832	50							27	198	87	0	333	164	76	5526	2526	1314	371	135	137
"18:45"		50150	50350																														
"19:00"	50583	50300	50500	315	2118	568	43341	1697	970	10161	-32	638	-9196	51	-328	-1410	-2391	-538	-2464	-2325	27	198	89	0	332	160	76	5621	2630	1909	366	135	137
"19:15"		49750	50000																														
"19:30"	49829	49200	49500	313	2142	570	43473	1570	616	10307	-32	620	-9751	51							27	198	86	0	333	161	76	5651	2640	2015	353	132	135
"19:45"		48750	49050																														
"20:00"	48734	48300	48600	313	2111	568	43404	1531	308	9795	-33	625	-9891	52	-1321	-1410	-2448	-874	-2464	-2612	27	198	87	0	331	160	76	5706	2574	1514	349	137	139
"20:15"		47500	47850																														
"20:30"	47287	46700	47100	313	2133	569	43257	1596	121	10131	-29	622	-11426	52							27	198	86	-1	332	160	76	5730	2679	1721	350	132	139
"20:45"		46300	46700																														
"21:00"	46012	45900	46300	313	2041	569	43056	1798	31	8889	-31	633	-11292	52	-929	-1410	-2490	-999	-2464	-2652	27	198	87	-1	332	160	76	5743	2276	869	356	135	141
"21:15"		46050	46500																														
"21:30"	46244	46200	46700	313	2137	590	43258	2077	2	8289	-31	630	-11022	54							27	198	86	-1	332	182	76	5599	1999	690	353	138	138
"21:45"		46500	47000																														
"22:00"	46767	46800	47300	313	2012	601	43144	2323	0	8581	-30	655	-10833	52	1168	-1650	-2642	-1000	-2464	-1925	27	198	86	-1	332	192	76	5584	2294	702	373	139	142
"22:15"		47400	47950																														
"22:30"	47701	48000	48600	314	1798	588	41930	2477	0	8784	-30	669	-8829	49							27	198	87	-1	333	179	76	5736	2376	671	379	145	144
"22:45"		49100	49700																														
"23:00"	49884	50200	50800	314	1894	605	42533	2513	0	9698	-29	675	-8320	50	1868	-1700	-2345	-1000	-2314	-1292	28	198	87	0	332	196	76	5705	2566	1425	385	148	141
"23:15"		49000	49650																														
"23:30"	48486	47800	48500	314	1464	615	41915	2506	0	8139	-354	678	-6793	45							27	198	88	0	333	206	76	5555	2358	224	385	149	144
"23:45"		47400	47750																														
"RTE ne pourra �tre tenu responsable de l'usage qui pourrait �tre fait des donn�es mises � disposition"	" ni en cas de pr�visions qui se r�v�leraient impr�cises."																																
																																	
"Journ�e du 02/08/2013"																																	
"Donn�es d�finitives - France"																																	
"Heures"	"Consommation"	"Pr�vision J-1"	"Pr�vision J"	"Fioul"	"Charbon"	"Gaz"	"Nucl�aire"	"Eolien"	"Solaire"	"Hydraulique"	"Pompage"	"Enr thermique"	"Ech. physiques"	"Taux de Co2"	"Ech. comm. Allemagne"	"Ech. comm. Angleterre"	"Ech. comm. Belgique"	"Ech. comm. Espagne"	"Ech. comm. Italie"	"Ech. comm. Suisse"	"Fioul - TAC"	"Fioul - Cog�n."	"Fioul - Autres"	"Gaz - TAC"	"Gaz - Cog�n."	"Gaz - CCG"	"Gaz - Autres"	"Hydraulique - Fil de l?eau + �clus�e"	"Hydraulique - Lacs"	"Hydraulique - STEP turbinage"	"EnR thermique - D�chets"	"EnR thermique - Biomasse"	"EnR thermique - Biogaz"
"00:00"	47341	47000	46600	313	1439	585	41718	2515	0	7586	-288	688	-7217	45	-361	-1770	-2125	-1000	-2314	-2312	27	198	86	0	332	176	76	5469	2040	76	394	151	143
"00:15"		45650	45100																														
"00:30"	44696	44300	43600	312	1378	579	42295	2430	0	7371	-392	682	-9962	44							27	198	86	-3	333	172	76	5370	1851	149	391	151	139
"00:45"		42900	42450																														
"01:00"	41851	41500	41300	313	1228	586	42059	2281	0	6821	-1856	708	-10290	44	-1189	-1646	-2318	-1000	-2314	-2388	27	198	87	-3	333	179	76	5272	1549	-1	409	153	145
"01:15"		41450	41200																														
"01:30"	41084	41400	41100	313	1216	582	42640	2141	0	6583	-2216	721	-10897	44							27	198	87	-3	333	175	76	5180	1403	0	421	152	147
"01:45"		41200	40900																														
"02:00"	40539	41000	40700	312	1208	598	42565	2027	0	6671	-2376	723	-11191	44	-1557	-1761	-2413	-1000	-2314	-3000	27	198	86	-3	333	191	76	5167	1428	75	423	152	147
"02:15"		40200	39950																														
"02:30"	39833	39400	39200	312	1168	595	43064	1930	0	6914	-2579	732	-12303	43							27	198	86	-3	332	188	76	5048	1827	37	426	150	155
"02:45"		38600	38500																														
"03:00"	38331	37800	37800	313	1168	591	41921	1847	0	6718	-2851	736	-12113	44	-1800	-1753	-2388	-1000	-2314	-3000	27	198	86	-3	333	184	76	4986	1732	0	426	154	155
"03:15"		37450	37350																														
"03:30"	37378	37100	36900	312	1088	602	41616	1838	0	6440	-2850	737	-12407	44							27	198	86	-2	333	193	76	4926	1514	0	430	151	155
"03:45"		36750	36550																														
"04:00"	36738	36400	36200	314	1083	597	41063	1826	0	6355	-2858	738	-12381	44	-1800	-1753	-2526	-1000	-2314	-3000	27	198	87	0	333	187	76	4936	1419	0	429	153	155
"04:15"		36350	36150																														
"04:30"	36651	36300	36100	314	1090	598	41106	1797	0	6584	-2870	738	-12706	44							27	198	87	0	333	189	76	4932	1576	76	429	151	156
"04:45"		36550	36400																														
"05:00"	36925	36800	36700	312	1070	583	41111	1748	0	6608	-2815	741	-12434	44	-1438	-1753	-2739	-985	-2314	-3000	27	198	86	0	333	174	76	4931	1600	76	433	152	155
"05:15"		37400	37150																														
"05:30"	37854	38000	37600	313	1056	576	41608	1698	0	6838	-2568	737	-12406	42							27	198	86	-1	333	167	77	5003	1759	75	428	154	154
"05:45"		38450	38050																														
"06:00"	38821	38900	38500	313	1064	612	42052	1665	0	6830	-2398	740	-12058	42	-1250	-1802	-2727	-1000	-2314	-3000	27	198	86	0	333	203	76	5018	1736	76	430	153	156
"06:15"		39400	38950																														
"06:30"	39691	39900	39400	312	1078	613	41868	1719	0	7113	-1271	738	-12481	42							27	198	86	-1	333	204	76	5058	1979	76	425	154	158
"06:45"		40750	40150																														
"07:00"	40814	41600	40900	316	1173	605	41806	1759	19	7353	-660	729	-12289	42	-1296	-2000	-2731	-886	-2464	-2950	27	198	90	-1	333	196	76	5090	2109	154	420	153	155
"07:15"		42650	41700																														
"07:30"	42809	43700	42500	313	1386	604	42375	1702	109	8021	-32	729	-12400	44							27	198	87	0	334	193	77	5280	2214	526	420	154	154
"07:45"		44750	43550																														
"08:00"	44524	45800	44600	313	1434	612	43098	1644	282	8695	-32	719	-12243	44	-248	-2000	-2731	-1000	-2464	-2145	27	198	87	-1	336	199	77	5404	2412	878	412	151	156
"08:15"		46600	45450																														
"08:30"	46481	47400	46300	314	1429	570	42996	1437	533	9208	-30	721	-10699	43							27	198	87	-1	333	161	76	5599	2566	1042	409	151	160
"08:45"		48350	47300																														
"09:00"	47997	49300	48300	315	1421	570	43034	1242	830	10373	-29	727	-10487	42	655	-2000	-2687	-896	-2464	-1873	27	198	88	-1	333	161	76	5620	3080	1671	412	154	160
"09:15"		49950	48850																														
"09:30"	49494	50600	49400	313	1431	599	43275	1131	1128	10389	-30	712	-9456	42							27	198	86	-1	333	190	76	5626	2935	1827	400	152	159
"09:45"		50950	50000																														
"10:00"	50375	51300	50600	313	1420	607	43212	1140	1414	10835	-30	700	-9239	41	1433	-2000	-2629	-1000	-2464	-1999	27	198	87	-1	333	197	76	5604	2692	2538	395	150	154
"10:15"		51650	50800																														
"10:30"	51126	52000	51000	313	1438	611	43399	1225	1702	10508	-32	701	-8740	41							27	198	86	-1	333	201	76	5507	2532	2468	396	148	156
"10:45"		52150	51450																														
"11:00"	51789	52300	51900	314	1445	574	43492	1458	1944	10520	-32	704	-8631	41	2330	-2000	-2422	-1000	-2464	-1741	27	198	87	-1	333	164	76	5439	2584	2495	398	149	156
"11:15"		52700	52000																														
"11:30"	52374	53100	52100	314	1430	596	43414	1685	2171	9425	-32	699	-7328	41							27	198	87	-1	333	186	76	5496	2436	1493	392	147	158
"11:45"		53300	52500																														
"12:00"	53030	53500	52900	320	1433	569	43615	1959	2349	9377	-32	685	-7247	41	2955	-2000	-2412	-1000	-2464	-1197	27	198	93	0	333	160	76	5482	2457	1438	389	138	156
"12:15"		53400	52900																														
"12:30"	53127	53300	52900	315	1419	580	43286	2126	2522	8984	-35	696	-6768	41							27	198	88	-1	333	170	76	5266	2440	1277	399	139	157
"12:45"		53900	53400																														
"13:00"	53570	54500	53900	315	1415	619	43190	2230	2658	9371	-36	684	-6880	40	2342	-2000	-2318	-1000	-2464	-1010	27	198	89	-1	333	210	76	5239	2553	1579	390	139	154
"13:15"		53400	52950																														
"13:30"	52667	52300	52000	316	1279	625	43089	2303	2712	8308	-36	696	-6627	39							27	198	90	0	333	216	76	5105	2308	895	390	150	155
"13:45"		52600	51950																														
"14:00"	52314	52900	51900	315	1257	621	42899	2384	2746	7964	-36	692	-6529	39	2363	-2000	-2340	-1000	-2464	-1045	27	198	88	0	333	212	76	5088	2143	731	388	147	155
"14:15"		53000	52000																														
"14:30"	52524	53100	52100	315	1287	618	43167	2464	2707	8052	-36	683	-6736	39							27	198	88	-1	333	209	76	5091	2107	853	389	146	148
"14:45"		52550	51550																														
"15:00"	51469	52000	51000	313	1192	613	42965	2477	2591	7669	-364	682	-6672	38	1945	-2000	-2465	-1000	-2464	-1102	27	198	87	0	333	204	76	5104	1933	631	388	147	145
"15:15"		51650	50650																														
"15:30"	50992	51300	50300	313	975	617	43240	2436	2449	7867	-362	671	-7217	34							27	198	87	0	334	207	76	5123	1937	806	381	144	145
"15:45"		50950	49950																														
"16:00"	50235	50600	49600	315	794	608	42830	2401	2339	8066	-397	674	-7398	32	1529	-2000	-2483	-1000	-2464	-2149	27	198	88	0	333	199	77	5292	2101	672	383	146	144
"16:15"		50300	49300																														
"16:30"	49722	50000	49000	315	820	607	43318	2420	2155	8598	-395	672	-8791	32							27	198	88	0	334	197	76	5319	2340	938	380	148	143
"16:45"		49750	48750																														
"17:00"	49172	49500	48500	315	803	614	43022	2466	1944	8581	-420	684	-8840	32	-199	-2000	-2555	-1000	-2464	-1990	27	198	88	0	333	204	76	5412	2314	854	391	148	144
"17:15"		49250	48250																														
"17:30"	48745	49000	48000	314	822	612	43409	2502	1694	9268	-71	702	-10510	32							27	198	88	0	334	201	76	5491	2696	1079	407	148	146
"17:45"		49000	48000																														
"18:00"	48891	49000	48000	315	852	602	43696	2518	1397	9309	-74	699	-10425	32	-497	-2000	-2702	-1000	-2464	-2376	27	198	88	0	333	193	76	5410	2730	1169	403	149	146
"18:15"		49050	48100																														
"18:30"	48818	49100	48200	313	822	629	44061	2498	1122	10042	-73	698	-11297	31							27	198	86	0	333	219	76	5467	2629	1945	393	152	152
"18:45"		49300	48400																														
"19:00"	48912	49500	48600	313	795	621	44635	2483	825	9883	-47	709	-11307	31	-1400	-2000	-2713	-1000	-2464	-2815	27	198	87	0	333	211	76	5577	2454	1850	403	151	154
"19:15"		48850	47950																														
"19:30"	47954	48200	47300	317	779	620	44580	2398	536	10548	-29	708	-12503	31							28	198	90	0	333	210	76	5498	2593	2455	399	152	155
"19:45"		47700	46800																														
"20:00"	46877	47200	46300	315	833	607	44337	2183	285	10360	-29	717	-12734	32	-1800	-2000	-2787	-1000	-2464	-3000	27	198	88	0	333	198	76	5544	2662	2153	404	156	157
"20:15"		46550	45650																														
"20:30"	45510	45900	45000	314	830	617	44182	2051	128	9903	-29	710	-13198	32							27	198	87	0	333	207	77	5419	2491	1992	400	152	158
"20:45"		45600	44700																														
"21:00"	44558	45300	44400	313	844	616	44213	1908	32	9126	-31	727	-13192	33	-1799	-2000	-2787	-1000	-2464	-2582	27	198	87	0	333	206	76	5362	2424	1339	414	153	159
"21:15"		45300	44400																														
"21:30"	44796	45300	44400	313	860	627	43987	1880	1	9141	-29	729	-12715	34							27	198	86	0	333	217	76	5384	2348	1408	415	156	157
"21:45"		45750	44850																														
"22:00"	45390	46200	45300	314	882	627	43665	1952	0	9558	-29	728	-12308	34	1461	-2000	-2790	-1000	-2464	-2439	27	198	88	0	333	217	76	5367	2796	1394	415	154	157
"22:15"		46800	45900																														
"22:30"	46034	47400	46500	313	790	634	41922	1895	0	8871	-29	726	-9089	34							27	198	86	0	333	225	76	5443	2449	978	419	154	151
"22:45"		48750	47850																														
"23:00"	48080	50100	49200	313	928	625	42103	2047	0	10383	-29	731	-9023	35	2005	-2000	-2784	-1000	-2314	-1390	27	198	86	0	332	216	76	5569	2685	2128	426	153	151
"23:15"		49000	48150																														
"23:30"	46895	47900	47100	313	939	622	41099	1841	0	8814	-33	731	-7432	37							27	198	86	0	333	212	76	5397	2336	1080	423	155	153
"23:45"		46750	46350																														
"RTE ne pourra �tre tenu responsable de l'usage qui pourrait �tre fait des donn�es mises � disposition"	" ni en cas de pr�visions qui se r�v�leraient impr�cises."																																
																																	
"Journ�e du 03/08/2013"																																	
"Donn�es d�finitives - France"																																	
"Heures"	"Consommation"	"Pr�vision J-1"	"Pr�vision J"	"Fioul"	"Charbon"	"Gaz"	"Nucl�aire"	"Eolien"	"Solaire"	"Hydraulique"	"Pompage"	"Enr thermique"	"Ech. physiques"	"Taux de Co2"	"Ech. comm. Allemagne"	"Ech. comm. Angleterre"	"Ech. comm. Belgique"	"Ech. comm. Espagne"	"Ech. comm. Italie"	"Ech. comm. Suisse"	"Fioul - TAC"	"Fioul - Cog�n."	"Fioul - Autres"	"Gaz - TAC"	"Gaz - Cog�n."	"Gaz - CCG"	"Gaz - Autres"	"Hydraulique - Fil de l?eau + �clus�e"	"Hydraulique - Lacs"	"Hydraulique - STEP turbinage"	"EnR thermique - D�chets"	"EnR thermique - Biomasse"	"EnR thermique - Biogaz"
"00:00"	45664	45600	45000	314	944	626	39986	1807	0	8662	-33	722	-7366	38	2048	-2000	-2702	-1000	-2314	-2377	27	198	87	0	333	217	76	5280	2258	1123	412	157	151
"00:15"		44150	43700																														
"00:30"	43177	42700	42400	313	999	629	40356	1741	0	6898	-70	731	-8422	40							27	198	86	0	333	220	76	4910	1460	527	423	156	151
"00:45"		41450	41100																														
"01:00"	40317	40200	39800	313	884	623	39293	2022	0	6173	-796	716	-8914	40	169	-1647	-2476	-1000	-2314	-2518	27	198	86	0	334	212	76	4844	1108	220	415	152	149
"01:15"		40100	39700																														
"01:30"	39703	40000	39600	312	981	627	40076	2055	0	6115	-1250	727	-9942	42							27	198	86	-1	333	218	76	4898	1140	76	420	156	150
"01:45"		39700	39300																														
"02:00"	38971	39400	39000	312	915	629	39619	2046	0	5892	-1251	721	-9914	41	-591	-1647	-2393	-1100	-2314	-2635	27	198	86	-1	334	219	76	4773	1043	76	414	157	149
"02:15"		38550	38250																														
"02:30"	38256	37700	37500	312	1016	637	40050	2025	0	5704	-1413	733	-10809	43							27	198	86	0	332	228	76	4763	864	76	430	155	148
"02:45"		36900	36600																														
"03:00"	36548	36100	35700	313	836	625	39723	2070	0	5629	-2551	721	-10819	41	-1525	-1647	-2617	-1100	-2314	-2652	27	198	86	0	333	216	76	4704	850	75	422	152	146
"03:15"		35600	35250																														
